Código;descricao_insumo;descricao_detalhes;Descrição;Descrição Família Insumo;Descrição Conta Financeira
3521;PREGO C/CAB 18 X 27 (2.1/2 X 10) POL;;PREGO C/CAB 18 X 27 (2.1/2 X 10) POL;;Material de Consumo
3548;FITA VEDA ROSCA 18mmx50mm;;FITA VEDA ROSCA 18mmx50mm;;Material de Consumo
3553;PALLET DE CONTENCAO IBC;;PALLET DE CONTENCAO IBC;;Material de Consumo
3557;"COLHER P/PEDRE PINT RED 10"" FERTAK";;"COLHER P/PEDRE PINT RED 10"" FERTAK";;Material de Consumo
3559;PITÃO COM BUCHA 10;;PITÃO COM BUCHA 10;;Material de Consumo
3562;CHAVE DE VELA MOTOSSERA;;CHAVE DE VELA MOTOSSERA;;Material de Consumo
3592;CHAVE ANGULAR;;CHAVE ANGULAR;;Fechaduras e
3649;DISCO FLAP TIPO B 180X22,23M GR 80;;DISCO FLAP TIPO B 180X22,23M GR 80;;Material de Consumo
3652;CAIXA DE FERRAMENTAS;700 X 700 X 700;CAIXA DE FERRAMENTAS;;Material de Consumo
3652;CAIXA DE FERRAMENTAS;600 X 600 X 700;CAIXA DE FERRAMENTAS;;Material de Consumo
3654;BARRA REDONDA;;BARRA REDONDA;;Material de Consumo
3678;CHAVE SECCION;;CHAVE SECCION;;Material de Consumo
3694;SOQUETE MAGNETICO 5/16 08787;;SOQUETE MAGNETICO 5/16 08787;;Material de Consumo
3697;FITA MULTIUSO MULTSEAL S AL 50CM X 10M;;FITA MULTIUSO MULTSEAL S AL 50CM X 10M;;Material de Consumo
3699;CINTO DE COURO P/CARPINTEIRO VONDER;;CINTO DE COURO P/CARPINTEIRO VONDER;;Material de Consumo
3701;LUVA IDENTIFICAÇÃO CABO 2,5 - 6MM;;LUVA IDENTIFICAÇÃO CABO 2,5 - 6MM;;Material de Consumo
3702;LUVA IDENTIFICAÇÃO CABO 10-25MM;;LUVA IDENTIFICAÇÃO CABO 10-25MM;;Material de Consumo
3704;IDENTIFICAÇÃO DE CABO IPO 4/30 BR;;IDENTIFICAÇÃO DE CABO IPO 4/30 BR;;Material de Consumo
3711;FITA ISOLANTE MASTER 19MM X 20M AMC;;FITA ISOLANTE MASTER 19MM X 20M AMC;;Material de Consumo
3712;LIXA MASSA 080 800 TIGRE 60800080;;LIXA MASSA 080 800 TIGRE 60800080;;Material de Consumo
3713;TRINCHA 2 GRIS E FERTAK 7305;;TRINCHA 2 GRIS E FERTAK 7305;;Material de Consumo
3714;TRINCHA 3 GRIS G FERTAK 7307;;TRINCHA 3 GRIS G FERTAK 7307;;Material de Consumo
3715;REGUA PEDREIRO AL C/3M BIT VD REFORC;;REGUA PEDREIRO AL C/3M BIT VD REFORC;;Material de Consumo
3720;FITA VEDA ROSCA 18MM X 50M AMC;;FITA VEDA ROSCA 18MM X 50M AMC;;Material de Consumo
3728;"ABRACADEIRA ""U"" 3/4";;"ABRACADEIRA ""U"" 3/4";;Material de Consumo
3729;DISCO DE CORTE;;DISCO DE CORTE;;Material de Consumo
3736;"ARCO DE SERRA PROF 12"" - MX171 EDA";;"ARCO DE SERRA PROF 12"" - MX171 EDA";;Material de Consumo
3737;"ARRUELA LISA 5/16""";;"ARRUELA LISA 5/16""";;Material de Consumo
3738;CADEADO 35 MM ZAMAC E-COAT STAM;;CADEADO 35 MM ZAMAC E-COAT STAM;;Material de Consumo
3739;DISCO DE CORTE EXTRAFINO 1.6MM 7X7/8;;DISCO DE CORTE EXTRAFINO 1.6MM 7X7/8;;Material de Consumo
3740;ELETRODO 2,5MM BELGO;;ELETRODO 2,5MM BELGO;;Material de Consumo
3742;"LAMINA P/ ARCO DE SERRA 12""";;"LAMINA P/ ARCO DE SERRA 12""";;Material de Consumo
3744;MANGUEIRA P/INRRIGACAO 3/4 FITA VERDE;;MANGUEIRA P/INRRIGACAO 3/4 FITA VERDE;;Material de Consumo
3749;REGULADOR PARA GAS GLP C/MANGUEIRA;;REGULADOR PARA GAS GLP C/MANGUEIRA;;Material de Consumo
3750;ROLO P/PINT. ANTIRRESPINGO 23CM;;ROLO P/PINT. ANTIRRESPINGO 23CM;;Material de Consumo
3754;TRENA STANLEY 5M/16;;TRENA STANLEY 5M/16;;Material de Consumo
3762;"BARRA COBR;ASTM B455;CHAT;5/8X1/4POL";;"BARRA COBR;ASTM B455;CHAT;5/8X1/4POL";;Material de Consumo
3763;"LAMINA;WEG/DES10001864125ITEM58";;"LAMINA;WEG/DES10001864125ITEM58";;Material de Consumo
3764;SERRA COPO;;SERRA COPO;;Material de Consumo
3767;BROXA RETANG PLAST GD 18,0 X 7,5 X 12;;BROXA RETANG PLAST GD 18,0 X 7,5 X 12;;Material de Consumo
3774;MANGOTE VIBROMAK 36mm 5.00m;;MANGOTE VIBROMAK 36mm 5.00m;;Material de Consumo
3775;MANGOTE VIBROMAK 36mm 5.00m;;MANGOTE VIBROMAK 36mm 5.00m;;Ferramentas
3776;ROMPEDOR MAKITA 11KG HM1203C 220V;;ROMPEDOR MAKITA 11KG HM1203C 220V;;Ferramentas
3780;BROCA 3 PONT P/ MADEIRA 6MM;;BROCA 3 PONT P/ MADEIRA 6MM;;Material de Consumo
3787;ARCO SERRA C/LAMINA;;ARCO SERRA C/LAMINA;;Material de Consumo
3803;ESCADA METALICA MECAN;1M;ESCADA METALICA MECAN;;Material de Consumo
3803;ESCADA METALICA MECAN;2M;ESCADA METALICA MECAN;;Material de Consumo
3816;BARRA ROSCADA 5 16;;BARRA ROSCADA 5 16;;Material de Consumo
3851;LIXA MASSA/MADEIRA;;LIXA MASSA/MADEIRA;;Material de Consumo
3852;LIXA DE FERRO 80;;LIXA DE FERRO 80;;Material de Consumo
3853;LIXA DE FERRO 100;;LIXA DE FERRO 100;;Material de Consumo
3871;CHAVE TIC TAC 3 PONTIS LUZ UNIVERSAL;;CHAVE TIC TAC 3 PONTIS LUZ UNIVERSAL;;Material de Consumo
3875;PUPISTOLA DE AR;;PUPISTOLA DE AR;;Material de Consumo
3885;DOBR FERRO POLIDO;;DOBR FERRO POLIDO;;Material de Consumo
3886;GRAMPO PARA TAPECEIRO;;GRAMPO PARA TAPECEIRO;;Material de Consumo
3916;ROLO LA ATLAS 5CM ANTIGOTA AT321/5;;ROLO LA ATLAS 5CM ANTIGOTA AT321/5;;Material de Consumo
3979;SACO RAFIA PLASTISACO;;SACO RAFIA PLASTISACO;;Material de Consumo
3176;PARA-RAIO FRANKLIN 300MM LATAO;;PARA-RAIO FRANKLIN 300MM LATAO;;Para Raio
1840;SUPORTE FIXO PARA TV;;SUPORTE FIXO PARA TV;;Acessórios
1962;SUPORTE SPLIT BRANCO 400MM- PAR;;SUPORTE SPLIT BRANCO 400MM- PAR;;Acessórios
1963;TUBO ISOLANTE ESPONJOSO;;TUBO ISOLANTE ESPONJOSO;;Acessórios
1971;SUPORTE SPLIT BRANCO 450MM- PAU;;SUPORTE SPLIT BRANCO 450MM- PAU;;Acessórios
2701;ESCOVA DE DENTE;;ESCOVA DE DENTE;;Acessórios
2775;CANTONEIRA P\ SHAMPOO;;CANTONEIRA P\ SHAMPOO;;Acessórios
2787;PRENDEDOR DE ROUPAS C/12 MADEIRA;;PRENDEDOR DE ROUPAS C/12 MADEIRA;;Acessórios
3020;SUPORTE P/ GARRAFÃO;;SUPORTE P/ GARRAFÃO;;Acessórios
3021;DISPENSOR P/ COPO;;DISPENSOR P/ COPO;;Acessórios
3032;SUPORTE TV UNIV;;SUPORTE TV UNIV;;Acessórios
3385;SUPORTE PARA ROLO;;SUPORTE PARA ROLO;;Acessórios
3459;CONTROLE DE TV UNIVERSAL;;CONTROLE DE TV UNIVERSAL;;Acessórios
3534;GARRAFAO TERMICO 12L VERMELHO;;GARRAFAO TERMICO 12L VERMELHO;;Louças e acessórios
3535;GARRAFAO TERMICO 5L VERMELHO;;GARRAFAO TERMICO 5L VERMELHO;;Louças e acessórios
3536;LONA 4x3M;;LONA 4x3M;;Acessórios
3549;SUPORTE P/TV;;SUPORTE P/TV;;Acessórios
3570;SEGURANCA DA CORRENTE STHIL;;SEGURANCA DA CORRENTE STHIL;;Acessórios
3571;TAMPA DO PINHAO CORRENTE +++ STHIL;;TAMPA DO PINHAO CORRENTE +++ STHIL;;Acessórios
3601;TAPETE VERNIZ;;TAPETE VERNIZ;;Acessórios
3621;CORRENTE PICCO MICRO 36PM STIHL;;CORRENTE PICCO MICRO 36PM STIHL;;Acessórios
3622;SABRE 40CM 1.3MM STIHL;;SABRE 40CM 1.3MM STIHL;;Acessórios
3653;SUP, PARA CONE;;SUP, PARA CONE;;Acessórios
3655;SUP.;;SUP.;;Acessórios
3660;SUPORTE P EXTINTOR DE PAREDE;;SUPORTE P EXTINTOR DE PAREDE;;Acessórios
3674;CORRENTE P CAO;;CORRENTE P CAO;;Acessórios
3675;COLEIRA DE TECIDO PET FASHION;;COLEIRA DE TECIDO PET FASHION;;Acessórios
3805;CANALETA 20 X 10 FECHADA BRANCA;;CANALETA 20 X 10 FECHADA BRANCA;;Acessórios
3806;DUCHA GORDUCHA HIDRA 4T 5700W;;DUCHA GORDUCHA HIDRA 4T 5700W;;Acessórios
3807;BRACO PARA CHUVEIRO;;BRACO PARA CHUVEIRO;;Acessórios
3808;PAFLON;;PAFLON;;Acessórios
3810;BASE PARA RELE;;BASE PARA RELE;;Acessórios
3811;RELE FOTOCELULAR EXATON;;RELE FOTOCELULAR EXATON;;Acessórios
3812;PLACA 3 POSTOS TRAMONTINA;;PLACA 3 POSTOS TRAMONTINA;;Acessórios
3829;ROLDANA 1125 EXENTRICA;;ROLDANA 1125 EXENTRICA;;Acessórios
3830;PRETO TRILHO INF. 8MM 1,892KG;;PRETO TRILHO INF. 8MM 1,892KG;;Acessórios
3831;PRETO LEVE CAPA 8MM 1,288KG;;PRETO LEVE CAPA 8MM 1,288KG;;Acessórios
3832;PRETO LEVE CABECOTE 8MM 2,796KG;;PRETO LEVE CABECOTE 8MM 2,796KG;;Acessórios
3833;PRETO P.U 8MM 0,69;;PRETO P.U 8MM 0,69;;Acessórios
3854;CORDA PLASTICA PARA VARAL;;CORDA PLASTICA PARA VARAL;;Acessórios
3855;DUCHA HIGIENICA;;DUCHA HIGIENICA;;Acessórios
3900;ESPAGUETE TERMO RETRATIL 20MM;;ESPAGUETE TERMO RETRATIL 20MM;;Acessórios
3904;LENTE PARA LANTERNA;;LENTE PARA LANTERNA;;Acessórios
3971;SILICONE AEROSSOL MEN LONDON 400 ML;;SILICONE AEROSSOL MEN LONDON 400 ML;;Acessórios
3973;TAPETE ESTRIBO DIR VW TODOS PRETO;;TAPETE ESTRIBO DIR VW TODOS PRETO;;Acessórios
3974;TAPETE ESTRIBO ESQ VW TODOS PRETO;;TAPETE ESTRIBO ESQ VW TODOS PRETO;;Acessórios
3981;GUARDA SOL;;GUARDA SOL;;Acessórios
277;TIRANTE MADEIRA 8/16 (0,0128 M3);;TIRANTE MADEIRA 8/16 (0,0128 M3);;Madeira para Formas
278;TABUA PINUS 3A CONSTRUCAO 2.5X30 CM;;TABUA PINUS 3A CONSTRUCAO 2.5X30 CM;;Madeira para Formas
279;TABUA PINHO 3A CONSTRUCAO 2,5X30 DZ;;TABUA PINHO 3A CONSTRUCAO 2,5X30 DZ;;Madeira para Formas
280;TABUA MADEIRA 2,5X15 A 30CM m2;;TABUA MADEIRA 2,5X15 A 30CM m2;;Madeira para Formas
281;TABUA DE PINHO 3A. 1X12CM;;TABUA DE PINHO 3A. 1X12CM;;Madeira para Formas
282;TABUA *2,5 X 23* CM EM PINUS, MISTA OU;;TABUA *2,5 X 23* CM EM PINUS, MISTA OU;;Madeira para Formas
283;SARRAFO PINHO 3A CONSTRUCAO 2,5X5;;SARRAFO PINHO 3A CONSTRUCAO 2,5X5;;Madeira para Formas
284;SARRAFO PINHO 2,5X10;;SARRAFO PINHO 2,5X10;;Madeira para Formas
285;RIPA DE PINHO 3A. 1,2X7CM;;RIPA DE PINHO 3A. 1,2X7CM;;Madeira para Formas
286;PONTALETE PINHO 3A. 7,5X7,5CM;;PONTALETE PINHO 3A. 7,5X7,5CM;;Madeira para Formas
287;"PONTALETE PINHO 3A. 3X3""";;"PONTALETE PINHO 3A. 3X3""";;Madeira para Formas
288;MADEIRA PINHO 3A CONSTRUCAO (DZ);;MADEIRA PINHO 3A CONSTRUCAO (DZ);;Madeira para Formas
289;COMPENSADO 20MM PLASTIFICADO m2;;COMPENSADO 20MM PLASTIFICADO m2;;Madeira para Formas
290;COMPENSADO 17 MM PLASTIFICADO m2;;COMPENSADO 17 MM PLASTIFICADO m2;;Madeira para Formas
291;COMPENSADO 12MM PLASTIFICADO m2;;COMPENSADO 12MM PLASTIFICADO m2;;Madeira para Formas
292;CAIBRO PINHO 3A. 5X7CM;;CAIBRO PINHO 3A. 5X7CM;;Madeira para Formas
2595;SAPATA DE MADEIRA;;SAPATA DE MADEIRA;;Madeira para Formas
259;TABUA CEDRINHO m3;;TABUA CEDRINHO m3;;Madeira para Formas
260;SISTEMA GETHAL - GRAMPO NORMAL;;SISTEMA GETHAL - GRAMPO NORMAL;;Madeira para Formas
261;"SISTEMA GETHAL - CABECA ""U""";;"SISTEMA GETHAL - CABECA ""U""";;Madeira para Formas
262;"SARRAFO PINHO 1X4""";;"SARRAFO PINHO 1X4""";;Madeira para Formas
263;RIPA DE PEROBA DE 5X1CM;;RIPA DE PEROBA DE 5X1CM;;Madeira para Formas
264;PRANCHAS MADEIRA 4X15 (0.006 M3);;PRANCHAS MADEIRA 4X15 (0.006 M3);;Madeira para Formas
265;PRANCHA DE PEROBA 6X25CM;;PRANCHA DE PEROBA 6X25CM;;Madeira para Formas
266;PONTALETE DE BRACATINGA 3M;;PONTALETE DE BRACATINGA 3M;;Madeira para Formas
267;PLACA COMPENSADO 14MM (0.61M2);;PLACA COMPENSADO 14MM (0.61M2);;Madeira para Formas
268;PLACA COMPENSADO 14MM (0.30M2);;PLACA COMPENSADO 14MM (0.30M2);;Madeira para Formas
269;MATA-JUNTA 1/5;;MATA-JUNTA 1/5;;Madeira para Formas
270;FORMA FIBRA VIDRO INCLUI ACESSORIOS m2;;FORMA FIBRA VIDRO INCLUI ACESSORIOS m2;;Madeira para Formas
271;FORMA FIBRA VIDRO INCLUI ACESSORIOS ( m2;;FORMA FIBRA VIDRO INCLUI ACESSORIOS ( m2;;Madeira para Formas
272;FORMA FIBRA VIDRO INCLUI ACESSORIOS ( m2;;FORMA FIBRA VIDRO INCLUI ACESSORIOS ( m2;;Madeira para Formas
273;ESCORA DE EUCALIPTO;;ESCORA DE EUCALIPTO;;Madeira para Formas
274;COMPENSADO 6MM RESINADO m2;;COMPENSADO 6MM RESINADO m2;;Madeira para Formas
275;COMPENSADO 12MM RESINADO m2;;COMPENSADO 12MM RESINADO m2;;Madeira para Formas
276;CHAPA GALVANIZADA LISA m2;;CHAPA GALVANIZADA LISA m2;;Madeira para Formas
2178;ESTEIO EUCALIPTO 15X15X5,50;;ESTEIO EUCALIPTO 15X15X5,50;;Madeira para Formas
2944;PONTALETE 0,20 CM;;PONTALETE 0,20 CM;;Madeira para Formas
2945;PONTALETE 60 CM;;PONTALETE 60 CM;;Madeira para Formas
2946;CAIBRO DE EUCALIPTO 5X5X5,50;;CAIBRO DE EUCALIPTO 5X5X5,50;;Madeira para Formas
3306;ESTEIO;6M;ESTEIO;;Madeira para Formas
3306;ESTEIO;3M;ESTEIO;;Madeira para Formas
3316;PERNAMANCA 4M;;PERNAMANCA 4M;;Madeira para Formas
3391;BARROTE PINUS C/ 3 METROS;;BARROTE PINUS C/ 3 METROS;;Madeira para Formas
3517;BARROTE PINUS C/ 3 METROS;;BARROTE PINUS C/ 3 METROS;;Madeira para Formas
3518;RIPAO PINUS C/ 3 METROS;;RIPAO PINUS C/ 3 METROS;;Madeira para Formas
3721;FLEXAL 5M;;FLEXAL 5M;;Madeira para Formas
3731;FLEXAL 4M;;FLEXAL 4M;;Madeira para Formas
3732;PERNAMANCA 4M;;PERNAMANCA 4M;;Madeira para Formas
3838;PERNAMANCA 4M;;PERNAMANCA 4M;;Madeira para Formas
293;VIGA NAO APARELHADA *6 X 20* CM, EM;;VIGA NAO APARELHADA *6 X 20* CM, EM;;Madeiras em Geral
294;VIGA APARELHADA *6 X 16* CM, EM;;VIGA APARELHADA *6 X 16* CM, EM;;Madeiras em Geral
295;VIGA APARELHADA *6 X 12* CM, EM;;VIGA APARELHADA *6 X 12* CM, EM;;Madeiras em Geral
296;TÁBUA;;TÁBUA;;Madeiras em Geral
297;SARRAFO APARELHADO *2 X 10* CM, EM;;SARRAFO APARELHADO *2 X 10* CM, EM;;Madeiras em Geral
298;RUFO PARA TELHA ESTRUTURAL DE;;RUFO PARA TELHA ESTRUTURAL DE;;Madeiras em Geral
299;RIPÃO;4M;RIPÃO;;Madeiras em Geral
300;RIPA APARELHADA *1,5 X 5* CM, EM;;RIPA APARELHADA *1,5 X 5* CM, EM;;Madeiras em Geral
301;PRANCHAO APARELHADO *8 X 30* CM, EM;;PRANCHAO APARELHADO *8 X 30* CM, EM;;Madeiras em Geral
302;PRANCHAO APARELHADO *7,5 X 23* CM, EM;;PRANCHAO APARELHADO *7,5 X 23* CM, EM;;Madeiras em Geral
303;PRANCHA NAO APARELHADA *6 X 30* CM,;;PRANCHA NAO APARELHADA *6 X 30* CM,;;Madeiras em Geral
304;PRANCHA APARELHADA *4 X 30* CM, EM;;PRANCHA APARELHADA *4 X 30* CM, EM;;Madeiras em Geral
305;POSTE ROLICO DE MADEIRA TRATADA, D =;;POSTE ROLICO DE MADEIRA TRATADA, D =;;Madeiras em Geral
306;PONTALETE ROLICO SEM TRATAMENTO, D =;;PONTALETE ROLICO SEM TRATAMENTO, D =;;Madeiras em Geral
307;PONTALETE ROLICO SEM TRATAMENTO, D =;;PONTALETE ROLICO SEM TRATAMENTO, D =;;Madeiras em Geral
308;PILAR QUADRADO NAO APARELHADO *20 X;;PILAR QUADRADO NAO APARELHADO *20 X;;Madeiras em Geral
309;PILAR QUADRADO NAO APARELHADO *15 X;;PILAR QUADRADO NAO APARELHADO *15 X;;Madeiras em Geral
310;PILAR QUADRADO NAO APARELHADO *10 X;;PILAR QUADRADO NAO APARELHADO *10 X;;Madeiras em Geral
311;PAINEL EM MDF;;PAINEL EM MDF;;Madeiras em Geral
312;MOURAO ROLICO DE MADEIRA TRATADA, D;;MOURAO ROLICO DE MADEIRA TRATADA, D;;Madeiras em Geral
313;MOURAO ROLICO DE MADEIRA TRATADA, D;;MOURAO ROLICO DE MADEIRA TRATADA, D;;Madeiras em Geral
314;MEIA CANA DE MADEIRA PINUS OU;;MEIA CANA DE MADEIRA PINUS OU;;Madeiras em Geral
315;MEIA CANA DE MADEIRA CEDRINHO OU;;MEIA CANA DE MADEIRA CEDRINHO OU;;Madeiras em Geral
316;MDF CRU 03MM;;MDF CRU 03MM;;Madeiras em Geral
317;MADERITE RESINADO;;MADERITE RESINADO;;Madeiras em Geral
318;MADEIRA ROLICA TRATADA, D = 30 A 34 CM,;;MADEIRA ROLICA TRATADA, D = 30 A 34 CM,;;Madeiras em Geral
319;MADEIRA ROLICA TRATADA, D = 25 A 29 CM,;;MADEIRA ROLICA TRATADA, D = 25 A 29 CM,;;Madeiras em Geral
320;MADEIRA m3;;MADEIRA m3;;Madeiras em Geral
321;GUIA DE EUCALIPTO;18 MTS X 35 DE BASE;GUIA DE EUCALIPTO;;Madeiras em Geral
321;GUIA DE EUCALIPTO;12 MTS X 18 BASE;GUIA DE EUCALIPTO;;Madeiras em Geral
322;ESTRIBO COM PARAFUSO EM CHAPA DE;;ESTRIBO COM PARAFUSO EM CHAPA DE;;Madeiras em Geral
323;CUMEEIRA NORMAL PARA TELHA;;CUMEEIRA NORMAL PARA TELHA;;Madeiras em Geral
324;CONJUNTO DE MOVEIS DE MADEIRA;;CONJUNTO DE MOVEIS DE MADEIRA;;Madeiras em Geral
325;COMPENSADO NAVAL - CHAPA/PAINEL EM m2;;COMPENSADO NAVAL - CHAPA/PAINEL EM m2;;Madeiras em Geral
326;COMPENSADO NAVAL - CHAPA/PAINEL EM m2;;COMPENSADO NAVAL - CHAPA/PAINEL EM m2;;Madeiras em Geral
327;COMPENSADO NAVAL - CHAPA/PAINEL EM m2;;COMPENSADO NAVAL - CHAPA/PAINEL EM m2;;Madeiras em Geral
328;COMPENSADO NAVAL - CHAPA/PAINEL EM m2;;COMPENSADO NAVAL - CHAPA/PAINEL EM m2;;Madeiras em Geral
329;COMPENSADO NAVAL - CHAPA/PAINEL EM m2;;COMPENSADO NAVAL - CHAPA/PAINEL EM m2;;Madeiras em Geral
330;COMPENSADO NAVAL - CHAPA/PAINEL EM m2;;COMPENSADO NAVAL - CHAPA/PAINEL EM m2;;Madeiras em Geral
331;COMPENSADO NAVAL - CHAPA/PAINEL EM m2;;COMPENSADO NAVAL - CHAPA/PAINEL EM m2;;Madeiras em Geral
332;CHAPAO P/MOVEIS 10MM;;CHAPAO P/MOVEIS 10MM;;Madeiras em Geral
333;CHAPA/PAINEL DE MADEIRA COMPENSADA m2;;CHAPA/PAINEL DE MADEIRA COMPENSADA m2;;Madeiras em Geral
334;CHAPA/PAINEL DE MADEIRA COMPENSADA m2;;CHAPA/PAINEL DE MADEIRA COMPENSADA m2;;Madeiras em Geral
335;CHAPA/PAINEL DE MADEIRA COMPENSADA m2;;CHAPA/PAINEL DE MADEIRA COMPENSADA m2;;Madeiras em Geral
336;CHAPA/PAINEL DE MADEIRA COMPENSADA m2;;CHAPA/PAINEL DE MADEIRA COMPENSADA m2;;Madeiras em Geral
337;CHAPA/PAINEL DE MADEIRA COMPENSADA m2;;CHAPA/PAINEL DE MADEIRA COMPENSADA m2;;Madeiras em Geral
338;CAIBRO ROLICO DE MADEIRA TRATADA, D =;;CAIBRO ROLICO DE MADEIRA TRATADA, D =;;Madeiras em Geral
339;CAIBRO APARELHADO *7,5 X 7,5* CM, EM;;CAIBRO APARELHADO *7,5 X 7,5* CM, EM;;Madeiras em Geral
340;CAIBRO APARELHADO *6 X 8* CM, EM;;CAIBRO APARELHADO *6 X 8* CM, EM;;Madeiras em Geral
2013;CHAPA COMPENSADO PLASTIFICADO;;CHAPA COMPENSADO PLASTIFICADO;;Madeiras em Geral
2180;PRANCHA EUCALIPTO 8X8X5,50;;PRANCHA EUCALIPTO 8X8X5,50;;Madeiras em Geral
2423;TELA TAPUME;;TELA TAPUME;;Madeiras em Geral
2703;DORMENTES 0,20X0,20X1,50M;;DORMENTES 0,20X0,20X1,50M;;Madeiras em Geral
2705;BARROTE;;BARROTE;;Madeiras em Geral
3310;MADEIRA PIQUETE 25;;MADEIRA PIQUETE 25;;Madeiras em Geral
3311;MADEIRA PIQUETE REGUA 60;;MADEIRA PIQUETE REGUA 60;;Madeiras em Geral
3360;COMPENSADO 18MM 1,60x2,20;;COMPENSADO 18MM 1,60x2,20;;Madeiras em Geral
3369;CHAPA/PAINEL DE MADEIRA COMPENSADA;;CHAPA/PAINEL DE MADEIRA COMPENSADA;;Madeiras em Geral
3390;RIPAO PINUS C/ 3 METROS;;RIPAO PINUS C/ 3 METROS;;Madeiras em Geral
3392;TABUA PINUS 27CM C/3 METROS;;TABUA PINUS 27CM C/3 METROS;;Madeiras em Geral
3393;TABUA PINUS 20CM C/3 METROS;;TABUA PINUS 20CM C/3 METROS;;Madeiras em Geral
3434;MADERIT 10MM 1,10X2,20;;MADERIT 10MM 1,10X2,20;;Madeiras em Geral
3435;MADERIT PLASTIFICADO 10mm 1,10x2, 20;;MADERIT PLASTIFICADO 10mm 1,10x2, 20;;Madeiras em Geral
3476;MADEIRITE RESINADO 08MM ( 110 X 220 X;;MADEIRITE RESINADO 08MM ( 110 X 220 X;;Madeiras em Geral
3477;RIPAO PINUS C/ 3 METROS;;RIPAO PINUS C/ 3 METROS;;Madeiras em Geral
3543;SARRAFO DE PINUS 5X2CM COM 3M;;SARRAFO DE PINUS 5X2CM COM 3M;;Madeiras em Geral
3544;TABUA DE PINUS 27X2CM COM 3M;;TABUA DE PINUS 27X2CM COM 3M;;Madeiras em Geral
3718;TELA TAPUME LARANJA 1,20 X 50M;;TELA TAPUME LARANJA 1,20 X 50M;;Madeiras em Geral
3734;TABUA 4M;;TABUA 4M;;Madeiras em Geral
3766;MADEIRITE VERMELHO 9MM;;MADEIRITE VERMELHO 9MM;;Madeiras em Geral
3647;METALON GALVANIZADO;;METALON GALVANIZADO;;Estrutura Metálica
3768;PAINEL METALICO MECAN 1.00x1.50m;;PAINEL METALICO MECAN 1.00x1.50m;;Estrutura Metálica
3769;DIAGONAL METALICA MECAN 2.12m;;DIAGONAL METALICA MECAN 2.12m;;Estrutura Metálica
3770;PISO METALICO MECAN 0.30x1.50m;;PISO METALICO MECAN 0.30x1.50m;;Estrutura Metálica
3771;GUARDA CORPO C/ PORTA MECAN 1.50m;;GUARDA CORPO C/ PORTA MECAN 1.50m;;Estrutura Metálica
3772;GUARDA CORPO S/ PORTA MECAN 1.50m;;GUARDA CORPO S/ PORTA MECAN 1.50m;;Estrutura Metálica
3773;SAPATA MECAN AJUSTAVEL;;SAPATA MECAN AJUSTAVEL;;Estrutura Metálica
2765;LAPÍS PARA CARPINTEIRO;;LAPÍS PARA CARPINTEIRO;;Carpintaria e
3951;SERVICOS DE MACENARIA;;SERVICOS DE MACENARIA;;Carpintaria e
2354;MANGUEIRA CORRUGADA REFORÇADA;;MANGUEIRA CORRUGADA REFORÇADA;;Tubos e Eletrodutos
2371;"MANGUEIRA 100R15 - R15-3/4""";;"MANGUEIRA 100R15 - R15-3/4""";;Tubos e Eletrodutos
2658;MANGUEIRA 3/8;;MANGUEIRA 3/8;;Tubos e Eletrodutos
3331;ELETRODUTO CORRUGADO FLEX 25MM X;;ELETRODUTO CORRUGADO FLEX 25MM X;;Tubos e Eletrodutos
3573;ELETRODUTO PVC CINZA - 1/2;;ELETRODUTO PVC CINZA - 1/2;;Tubos e Eletrodutos
3577;ADAPTADOR CONDULETE CINZA 1/2;;ADAPTADOR CONDULETE CINZA 1/2;;Tubos e Eletrodutos
3788;CANAFLEX 50 METROS;;CANAFLEX 50 METROS;;Tubos e Eletrodutos
1794;CABO PP 2X1,5MM;;CABO PP 2X1,5MM;;Fios e Cabos
1796;PLUG 2P MACHO 10A;;PLUG 2P MACHO 10A;;Fios e Cabos
1974;CABO PP 4X2.5MM-15,14;;CABO PP 4X2.5MM-15,14;;Fios e Cabos
2059;CABO 2,50MM;;CABO 2,50MM;;Fios e Cabos
2081;CABO PP 4X1 5MM;;CABO PP 4X1 5MM;;Fios e Cabos
2146;FIO CABO RETANGULAR FLEXIL 2X1,00MM P;;FIO CABO RETANGULAR FLEXIL 2X1,00MM P;;Fios e Cabos
2355;CABO DE COBRE NU TMD 10MM2 7 FIOS;;CABO DE COBRE NU TMD 10MM2 7 FIOS;;Fios e Cabos
2356;CABO DE COBRE NU TMD 95MM2 7 FIOS;;CABO DE COBRE NU TMD 95MM2 7 FIOS;;Fios e Cabos
2792;CABO FLEXIVEL NORFLEX 6MM PRETO;;CABO FLEXIVEL NORFLEX 6MM PRETO;;Fios e Cabos
2830;CABO COBRE NU 35,00mm;;CABO COBRE NU 35,00mm;;Fios e Cabos
3023;CABOPP 2X2,50MM;;CABOPP 2X2,50MM;;Fios e Cabos
3027;CABO FLEX 2,50MM 50M (A);;CABO FLEX 2,50MM 50M (A);;Fios e Cabos
3028;CABO FLEX 2,50MM 50M (B);;CABO FLEX 2,50MM 50M (B);;Fios e Cabos
3124;CABO PP 2X04MM;;CABO PP 2X04MM;;Fios e Cabos
3156;CABO 4X 10MM² 0,6/1KV FLEX PT 90°;;CABO 4X 10MM² 0,6/1KV FLEX PT 90°;;Fios e Cabos
